"CustomerID","Churn"
"Cust4327","Yes"
"Cust3826","No"
"Cust6200","No"
"Cust1467","No"
"Cust4843","No"
"Cust3820","No"
"Cust5325","Yes"
"Cust3940","No"
"Cust5580","No"
"Cust3956","No"
"Cust2707","Yes"
"Cust1923","No"
"Cust2861","No"
"Cust6143","No"
"Cust2127","No"
"Cust3712","No"
"Cust5399","Yes"
"Cust1817","Yes"
"Cust5438","No"
"Cust1983","Yes"
"Cust2111","Yes"
"Cust4331","No"
"Cust4076","No"
"Cust3788","No"
"Cust3542","No"
"Cust4783","No"
"Cust6236","No"
"Cust5640","No"
"Cust6475","No"
"Cust5829","No"
"Cust6233","No"
"Cust2613","Yes"
"Cust2372","No"
"Cust6073","No"
"Cust2065","No"
"Cust2264","No"
"Cust4671","No"
"Cust5810","Yes"
"Cust1516","No"
"Cust1506","No"
"Cust1559","No"
"Cust1224","No"
"Cust5648","No"
"Cust1308","No"
"Cust3781","No"
"Cust4435","Yes"
"Cust1518","Yes"
"Cust5316","No"
"Cust2377","No"
"Cust3962","Yes"
"Cust1260","No"
"Cust6356","No"
"Cust5486","No"
"Cust2285","No"
"Cust5715","No"
"Cust2749","Yes"
"Cust2858","No"
"Cust5099","Yes"
"Cust3354","No"
"Cust1814","No"
"Cust5377","Yes"
"Cust2356","No"
"Cust6275","No"
"Cust6166","No"
"Cust3575","No"
"Cust5706","No"
"Cust6441","No"
"Cust5753","No"
"Cust2550","No"
"Cust3638","No"
"Cust6432","No"
"Cust3865","No"
"Cust3215","No"
"Cust2157","No"
"Cust2399","Yes"
"Cust4829","No"
"Cust3770","Yes"
"Cust1803","No"
"Cust1228","No"
"Cust2737","No"
"Cust5607","No"
"Cust3983","Yes"
"Cust3803","No"
"Cust4374","No"
"Cust3900","No"
"Cust6164","No"
"Cust3889","No"
"Cust4396","No"
"Cust3631","Yes"
"Cust4904","No"
"Cust3466","Yes"
"Cust5638","No"
"Cust2848","No"
"Cust5238","No"
"Cust4121","No"
"Cust4552","No"
"Cust4233","No"
"Cust6035","Yes"
"Cust4334","Yes"
"Cust1579","Yes"
"Cust4068","No"
"Cust1701","No"
"Cust5223","No"
"Cust6445","No"
"Cust5653","No"
"Cust3985","No"
"Cust4574","No"
"Cust6024","No"
"Cust1221","No"
"Cust1621","No"
"Cust5311","Yes"
"Cust6407","No"
"Cust3013","No"
"Cust4045","Yes"
"Cust4473","Yes"
"Cust3053","No"
"Cust1428","No"
"Cust6279","No"
"Cust2440","Yes"
"Cust3715","Yes"
"Cust2161","No"
"Cust1754","No"
"Cust6192","No"
"Cust6191","No"
"Cust4726","No"
"Cust3733","No"
"Cust3590","Yes"
"Cust5803","Yes"
"Cust2438","No"
"Cust2980","No"
"Cust1689","No"
"Cust2188","No"
"Cust4616","No"
"Cust4305","Yes"
"Cust2001","No"
"Cust2272","No"
"Cust2839","No"
"Cust2303","No"
"Cust3894","Yes"
"Cust2287","No"
"Cust5851","No"
"Cust5108","No"
"Cust5266","No"
"Cust4673","Yes"
"Cust1978","No"
"Cust2945","No"
"Cust4776","Yes"
"Cust4023","No"
"Cust2025","No"
"Cust2498","No"
"Cust3402","No"
"Cust3319","No"
"Cust4485","No"
"Cust3191","Yes"
"Cust6175","No"
"Cust3965","Yes"
"Cust1778","Yes"
"Cust1320","Yes"
"Cust3473","No"
"Cust2370","Yes"
"Cust3928","No"
"Cust5012","No"
"Cust5685","No"
"Cust6436","No"
"Cust5704","Yes"
"Cust6065","No"
"Cust2925","No"
"Cust2193","Yes"
"Cust1300","No"
"Cust5976","No"
"Cust2279","Yes"
"Cust6176","No"
"Cust2149","No"
"Cust6292","No"
"Cust4010","No"
"Cust5010","No"
"Cust2798","No"
"Cust1953","No"
"Cust5387","No"
"Cust6377","No"
"Cust4838","Yes"
"Cust3361","No"
"Cust6337","No"
"Cust5568","No"
"Cust4827","No"
"Cust3453","No"
"Cust5081","No"
"Cust3192","No"
"Cust3108","No"
"Cust4294","No"
"Cust1604","Yes"
"Cust3263","No"
"Cust6495","No"
"Cust6398","No"
"Cust2411","No"
"Cust5188","No"
"Cust1852","No"
"Cust5226","No"
"Cust2782","No"
"Cust4519","No"
"Cust3124","No"
"Cust4271","Yes"
"Cust2822","No"
"Cust4754","No"
"Cust6196","No"
"Cust3103","No"
"Cust5275","No"
"Cust4528","No"
"Cust5009","No"
"Cust2517","No"
"Cust6144","Yes"
"Cust6075","No"
"Cust6353","No"
"Cust1538","No"
"Cust4647","Yes"
"Cust5827","No"
"Cust5938","No"
"Cust3864","Yes"
"Cust3223","No"
"Cust5949","Yes"
"Cust5923","Yes"
"Cust5174","No"
"Cust2087","No"
"Cust3535","Yes"
"Cust1975","No"
"Cust3762","No"
"Cust3252","Yes"
"Cust1344","Yes"
"Cust2996","No"
"Cust6307","No"
"Cust5265","No"
"Cust3801","No"
"Cust2465","No"
"Cust5782","No"
"Cust2479","No"
"Cust3637","No"
"Cust2003","No"
"Cust6403","No"
"Cust4014","No"
"Cust1531","Yes"
"Cust2492","No"
"Cust4407","Yes"
"Cust1926","Yes"
"Cust5705","No"
"Cust4632","No"
"Cust2535","No"
"Cust2224","No"
"Cust2634","No"
"Cust1917","No"
"Cust6261","No"
"Cust1654","No"
"Cust5471","No"
"Cust2160","No"
"Cust4102","No"
"Cust4376","Yes"
"Cust4650","No"
"Cust1515","Yes"
"Cust2255","No"
"Cust2558","Yes"
"Cust4629","Yes"
"Cust5629","No"
"Cust2006","No"
"Cust1565","No"
"Cust2771","Yes"
"Cust3872","No"
"Cust5573","Yes"
"Cust1856","No"
"Cust2934","No"
"Cust3773","No"
"Cust5449","Yes"
"Cust1833","No"
"Cust3974","No"
"Cust3624","Yes"
"Cust3270","No"
"Cust3423","No"
"Cust3391","No"
"Cust2143","No"
"Cust5575","Yes"
"Cust2818","Yes"
"Cust5904","No"
"Cust5178","No"
"Cust4890","No"
"Cust4757","Yes"
"Cust5294","No"
"Cust3068","No"
"Cust5689","No"
"Cust5888","Yes"
"Cust5247","No"
"Cust2351","Yes"
"Cust4486","No"
"Cust3386","Yes"
"Cust5980","No"
"Cust3980","No"
"Cust5632","No"
"Cust1598","No"
"Cust6099","No"
"Cust3987","Yes"
"Cust5557","Yes"
"Cust6469","No"
"Cust2300","No"
"Cust5169","No"
"Cust4488","No"
"Cust1882","No"
"Cust3976","No"
"Cust4412","Yes"
"Cust3089","Yes"
"Cust2727","Yes"
"Cust2786","No"
"Cust5897","No"
"Cust5260","No"
"Cust5964","No"
"Cust6348","No"
"Cust1816","No"
"Cust3478","No"
"Cust5078","No"
"Cust3166","No"
"Cust3697","Yes"
"Cust1542","No"
"Cust2594","No"
"Cust3134","No"
"Cust3152","No"
"Cust4043","No"
"Cust4592","No"
"Cust3591","No"
"Cust5563","No"
"Cust2652","No"
"Cust6019","Yes"
"Cust5918","No"
"Cust1858","No"
"Cust2074","No"
"Cust1797","Yes"
"Cust4755","No"
"Cust4988","No"
"Cust2092","No"
"Cust3923","No"
"Cust3065","No"
"Cust4291","No"
"Cust1211","No"
"Cust1496","No"
"Cust5494","No"
"Cust5025","No"
"Cust4515","No"
"Cust2126","No"
"Cust2484","Yes"
"Cust3953","No"
"Cust5372","No"
"Cust3558","Yes"
"Cust5130","Yes"
"Cust2893","No"
"Cust6448","Yes"
"Cust6382","No"
"Cust4640","No"
"Cust1480","No"
"Cust6179","No"
"Cust4403","No"
"Cust5988","Yes"
"Cust1692","No"
"Cust4984","Yes"
"Cust2130","No"
"Cust5339","Yes"
"Cust5338","Yes"
"Cust3267","No"
"Cust2895","No"
"Cust6253","No"
"Cust3307","No"
"Cust4158","No"
"Cust3710","Yes"
"Cust6058","No"
"Cust6492","No"
"Cust4021","Yes"
"Cust6401","No"
"Cust3640","No"
"Cust2052","No"
"Cust5942","No"
"Cust5430","No"
"Cust4337","Yes"
"Cust4174","Yes"
"Cust3978","No"
"Cust3278","No"
"Cust2283","Yes"
"Cust3517","No"
"Cust6165","No"
"Cust3629","Yes"
"Cust3672","Yes"
"Cust6342","No"
"Cust5958","Yes"
"Cust3617","Yes"
"Cust4547","No"
"Cust6390","No"
"Cust1750","Yes"
"Cust6378","No"
"Cust2829","No"
"Cust6493","No"
"Cust1476","No"
"Cust3206","No"
"Cust1739","No"
"Cust5037","Yes"
"Cust2253","Yes"
"Cust6293","Yes"
"Cust4891","No"
"Cust2077","No"
"Cust5074","Yes"
"Cust1686","No"
"Cust5045","Yes"
"Cust3015","No"
"Cust4055","No"
"Cust3540","No"
"Cust3623","No"
"Cust1522","No"
"Cust1643","Yes"
"Cust6358","No"
"Cust4837","No"
"Cust2883","Yes"
"Cust6074","No"
"Cust3431","No"
"Cust6365","No"
"Cust4741","No"
"Cust3377","No"
"Cust2924","No"
"Cust3127","No"
"Cust1907","No"
"Cust4581","No"
"Cust4289","No"
"Cust5536","No"
"Cust2331","No"
"Cust1846","No"
"Cust4967","No"
"Cust3403","No"
"Cust4856","No"
"Cust3408","Yes"
"Cust2385","Yes"
"Cust4705","No"
"Cust2969","No"
"Cust4098","No"
"Cust2260","Yes"
"Cust4369","No"
"Cust1653","Yes"
"Cust3756","No"
"Cust3805","Yes"
"Cust5082","No"
"Cust2322","Yes"
"Cust1757","No"
"Cust3926","No"
"Cust5499","No"
"Cust2117","No"
"Cust1821","Yes"
"Cust2655","No"
"Cust3399","Yes"
"Cust2878","No"
"Cust1853","No"
"Cust6153","No"
"Cust6302","Yes"
"Cust4895","Yes"
"Cust5151","No"
"Cust2997","Yes"
"Cust4348","No"
"Cust5493","Yes"
"Cust3732","No"
"Cust6060","No"
"Cust3919","No"
"Cust4610","Yes"
"Cust6421","No"
"Cust3570","Yes"
"Cust6491","No"
"Cust2669","No"
"Cust2401","No"
"Cust4521","No"
"Cust2064","Yes"
"Cust4438","Yes"
"Cust1453","No"
"Cust4123","No"
"Cust4938","No"
"Cust2561","No"
"Cust2151","No"
"Cust5055","No"
"Cust5429","No"
"Cust4263","No"
"Cust3622","No"
"Cust5170","No"
"Cust3188","Yes"
"Cust6152","Yes"
"Cust2010","No"
"Cust3949","No"
"Cust3496","Yes"
"Cust2863","No"
"Cust1918","No"
"Cust2034","No"
"Cust5462","Yes"
"Cust3071","No"
"Cust5303","No"
"Cust4906","No"
"Cust4067","No"
"Cust5240","Yes"
"Cust3165","No"
"Cust5341","No"
"Cust3576","No"
"Cust2461","Yes"
"Cust2296","No"
"Cust5024","No"
"Cust6311","No"
"Cust3763","Yes"
"Cust4476","Yes"
"Cust6096","Yes"
"Cust5066","Yes"
"Cust6124","No"
"Cust2686","No"
"Cust5861","No"
"Cust5187","No"
"Cust5740","Yes"
"Cust2011","No"
"Cust5237","No"
"Cust5714","No"
"Cust4674","No"
"Cust4273","No"
"Cust4693","No"
"Cust4385","No"
"Cust3882","No"
"Cust6349","No"
"Cust6199","No"
"Cust4092","No"
"Cust2805","No"
"Cust6007","No"
"Cust4749","No"
"Cust4855","No"
"Cust4140","Yes"
"Cust1663","Yes"
"Cust5146","No"
"Cust6274","No"
"Cust4808","No"
"Cust4047","No"
"Cust3160","Yes"
"Cust2835","No"
"Cust5930","No"
"Cust2841","No"
"Cust1801","Yes"
"Cust3682","No"
"Cust2773","No"
"Cust5998","No"
"Cust5307","Yes"
"Cust2217","No"
"Cust2315","No"
"Cust6289","Yes"
"Cust2148","No"
"Cust4300","No"
"Cust4261","No"
"Cust5963","Yes"
"Cust3430","No"
"Cust2159","No"
"Cust6399","Yes"
"Cust3477","No"
"Cust5618","No"
"Cust5498","No"
"Cust2189","Yes"
"Cust3789","No"
"Cust4319","No"
"Cust6092","No"
"Cust4828","Yes"
"Cust5960","No"
"Cust1618","No"
"Cust3384","No"
"Cust1807","No"
"Cust1677","Yes"
"Cust1843","No"
"Cust4315","Yes"
"Cust2102","Yes"
"Cust6306","No"
"Cust2586","No"
"Cust6251","No"
"Cust2144","No"
"Cust2547","No"
"Cust3947","No"
"Cust3093","No"
"Cust3082","No"
"Cust1466","Yes"
"Cust3634","Yes"
"Cust4867","No"
"Cust5725","No"
"Cust2167","Yes"
"Cust1358","No"
"Cust3693","No"
"Cust3233","Yes"
"Cust1909","Yes"
"Cust3444","No"
"Cust5371","No"
"Cust1503","No"
"Cust5299","No"
"Cust5726","No"
"Cust3144","Yes"
"Cust6062","No"
"Cust4814","No"
"Cust4313","No"
"Cust3984","No"
"Cust6394","No"
"Cust4015","Yes"
"Cust1891","No"
"Cust2803","No"
"Cust5945","No"
"Cust6310","No"
"Cust3287","No"
"Cust5480","No"
"Cust2665","No"
"Cust4474","Yes"
"Cust6036","Yes"
"Cust5382","No"
"Cust1607","No"
"Cust5370","Yes"
"Cust4791","No"
"Cust5270","No"
"Cust5439","Yes"
"Cust5315","No"
"Cust4238","No"
"Cust5931","No"
"Cust5451","No"
"Cust3667","No"
"Cust1413","No"
"Cust1570","Yes"
"Cust4696","No"
"Cust2762","No"
"Cust3997","No"
"Cust5636","Yes"
"Cust4402","No"
"Cust6345","No"
"Cust5566","No"
"Cust1208","No"
"Cust4504","No"
"Cust2789","Yes"
"Cust2293","Yes"
"Cust2187","No"
"Cust4822","No"
"Cust4472","Yes"
"Cust5206","Yes"
"Cust2873","No"
"Cust3787","No"
"Cust5723","No"
"Cust1647","No"
"Cust1366","Yes"
"Cust6044","No"
"Cust5071","No"
"Cust4426","No"
"Cust5005","No"
"Cust2565","Yes"
"Cust5862","No"
"Cust3262","Yes"
"Cust3054","No"
"Cust5123","Yes"
"Cust2166","No"
"Cust4236","No"
"Cust1619","No"
"Cust4089","Yes"
"Cust5419","No"
"Cust5554","Yes"
"Cust6336","Yes"
"Cust4746","No"
"Cust6023","No"
"Cust2057","No"
"Cust2660","No"
"Cust6213","No"
"Cust4608","No"
"Cust5747","No"
"Cust2485","No"
"Cust5773","Yes"
"Cust4942","No"
"Cust4409","No"
"Cust6000","No"
"Cust1486","Yes"
"Cust3740","No"
"Cust3038","No"
"Cust2185","No"
"Cust6173","No"
"Cust1760","No"
"Cust1232","No"
"Cust2767","Yes"
"Cust4061","No"
"Cust4946","Yes"
"Cust2947","No"
"Cust1676","No"
"Cust4049","No"
"Cust3218","No"
"Cust3265","No"
"Cust5916","No"
"Cust5666","No"
"Cust1902","No"
"Cust1421","No"
"Cust1265","No"
"Cust5362","No"
"Cust2415","No"
"Cust4598","No"
"Cust4553","Yes"
"Cust3927","No"
"Cust1648","No"
"Cust2881","No"
"Cust1682","No"
"Cust4053","No"
"Cust4113","No"
"Cust3081","No"
"Cust1928","Yes"
"Cust4357","Yes"
"Cust5250","No"
"Cust3688","No"
"Cust4086","Yes"
"Cust3292","No"
"Cust4085","Yes"
"Cust4738","No"
"Cust5748","No"
"Cust4959","Yes"
"Cust3115","No"
"Cust6308","No"
"Cust1883","No"
"Cust4793","No"
"Cust3020","No"
"Cust5163","No"
"Cust2952","No"
"Cust4688","No"
"Cust6334","Yes"
"Cust1919","No"
"Cust2854","No"
"Cust4956","No"
"Cust6232","Yes"
"Cust1204","No"
"Cust1402","Yes"
"Cust6452","No"
"Cust4142","No"
"Cust2441","No"
"Cust3392","Yes"
"Cust4354","No"
"Cust4735","No"
"Cust5067","Yes"
"Cust3327","No"
"Cust1214","No"
"Cust4156","No"
"Cust5574","No"
"Cust3642","No"
"Cust6013","No"
"Cust6039","No"
"Cust1370","No"
"Cust4347","Yes"
"Cust2792","No"
"Cust1715","No"
"Cust1629","Yes"
"Cust4516","Yes"
"Cust2843","No"
"Cust3130","Yes"
"Cust2900","No"
"Cust6244","No"
"Cust4371","No"
"Cust2284","No"
"Cust3033","No"
"Cust4478","No"
"Cust1213","Yes"
"Cust2053","No"
"Cust6269","No"
"Cust3469","No"
"Cust5456","No"
"Cust1359","Yes"
"Cust2926","Yes"
"Cust5990","No"
"Cust6299","No"
"Cust5823","No"
"Cust3446","No"
"Cust5953","No"
"Cust6218","No"
"Cust3938","Yes"
"Cust2033","No"
"Cust4638","No"
"Cust3588","No"
"Cust4439","No"
"Cust4459","No"
"Cust3516","No"
"Cust2209","No"
"Cust6178","No"
"Cust2755","No"
"Cust1896","No"
"Cust2965","No"
"Cust5524","Yes"
"Cust4284","Yes"
"Cust5447","Yes"
"Cust3735","No"
"Cust4981","No"
"Cust4295","No"
"Cust4631","No"
"Cust5587","No"
"Cust6355","No"
"Cust5083","Yes"
"Cust1251","No"
"Cust5282","No"
"Cust2959","No"
"Cust2009","Yes"
"Cust1306","No"
"Cust4943","No"
"Cust6134","No"
"Cust2529","Yes"
"Cust4911","No"
"Cust5676","No"
"Cust5608","Yes"
"Cust5912","Yes"
"Cust3522","Yes"
"Cust2312","No"
"Cust1209","No"
"Cust1346","No"
"Cust3140","Yes"
"Cust3736","No"
"Cust2480","No"
"Cust2802","No"
"Cust5330","No"
"Cust2379","No"
"Cust3646","Yes"
"Cust1957","No"
"Cust2302","Yes"
"Cust3424","Yes"
"Cust3051","No"
"Cust2622","Yes"
"Cust5531","No"
"Cust3657","Yes"
"Cust4232","Yes"
"Cust4643","No"
"Cust1510","Yes"
"Cust4208","No"
"Cust1877","No"
"Cust1830","No"
"Cust3014","Yes"
"Cust5459","No"
"Cust1440","No"
"Cust1808","No"
"Cust4240","No"
"Cust2615","No"
"Cust5620","No"
"Cust6252","No"
"Cust4773","No"
"Cust4768","No"
"Cust2177","Yes"
"Cust4864","No"
"Cust4771","Yes"
"Cust2511","No"
"Cust1534","No"
"Cust4546","No"
"Cust4051","No"
"Cust5190","No"
"Cust4172","No"
"Cust1984","No"
"Cust2132","No"
"Cust6300","No"
"Cust2719","Yes"
"Cust2768","Yes"
"Cust3236","No"
"Cust4239","Yes"
"Cust3255","No"
"Cust2941","No"
"Cust2528","No"
"Cust2473","No"
"Cust6212","Yes"
"Cust2495","Yes"
"Cust4148","No"
"Cust1471","No"
"Cust6183","No"
"Cust4189","Yes"
"Cust4931","No"
"Cust4730","No"
"Cust5621","No"
"Cust2600","No"
"Cust3345","No"
"Cust1726","Yes"
"Cust4740","No"
"Cust3480","No"
"Cust1765","No"
"Cust3633","No"
"Cust4442","No"
"Cust2175","No"
"Cust4165","No"
"Cust4624","No"
"Cust2757","No"
"Cust4992","No"
"Cust4390","No"
"Cust2630","Yes"
"Cust1250","No"
"Cust5149","Yes"
"Cust6411","No"
"Cust2263","No"
"Cust4753","Yes"
"Cust1302","Yes"
"Cust1445","No"
"Cust4194","No"
"Cust5673","Yes"
"Cust6123","No"
"Cust3656","No"
"Cust1805","Yes"
"Cust1809","No"
"Cust3309","Yes"
"Cust2522","Yes"
"Cust2419","No"
"Cust5036","No"
"Cust5775","No"
"Cust5365","No"
"Cust2595","No"
"Cust5277","No"
"Cust3952","No"
"Cust1492","No"
"Cust3280","No"
"Cust4798","No"
"Cust2088","No"
"Cust2402","Yes"
"Cust3153","No"
"Cust3692","Yes"
"Cust3811","No"
"Cust4234","No"
"Cust3632","No"
"Cust2352","No"
"Cust1261","No"
"Cust5353","No"
"Cust6002","No"
"Cust5589","No"
"Cust6045","No"
"Cust1457","Yes"
"Cust5413","Yes"
"Cust4510","Yes"
"Cust4071","No"
"Cust5951","No"
"Cust5202","No"
"Cust5344","No"
"Cust3807","Yes"
"Cust4087","No"
"Cust6072","No"
"Cust4830","No"
"Cust2942","No"
"Cust6347","No"
"Cust3098","No"
"Cust3559","No"
"Cust2820","No"
"Cust5488","No"
"Cust5534","Yes"
"Cust2453","Yes"
"Cust2656","No"
"Cust4652","No"
"Cust2555","Yes"
"Cust4361","No"
"Cust2277","Yes"
"Cust3245","No"
"Cust3912","Yes"
"Cust3413","No"
"Cust5448","Yes"
"Cust4919","No"
"Cust2233","No"
"Cust2607","Yes"
"Cust2751","No"
"Cust1976","No"
"Cust4060","Yes"
"Cust4199","No"
"Cust1963","No"
"Cust3407","No"
"Cust2016","No"
"Cust2791","No"
"Cust1880","No"
"Cust3378","No"
"Cust4979","No"
"Cust1412","No"
"Cust3462","Yes"
"Cust3739","Yes"
"Cust2218","No"
"Cust5672","No"
"Cust5523","Yes"
"Cust1749","No"
"Cust4824","No"
"Cust4533","No"
"Cust3052","Yes"
"Cust3067","No"
"Cust5291","No"
"Cust4386","No"
"Cust3100","No"
"Cust3286","No"
"Cust5894","No"
"Cust4523","Yes"
"Cust3063","No"
"Cust5397","No"
"Cust2675","Yes"
"Cust4207","No"
"Cust5425","No"
"Cust1501","Yes"
"Cust3871","No"
"Cust4841","Yes"
"Cust2251","Yes"
"Cust2884","Yes"
"Cust6147","Yes"
"Cust4877","Yes"
"Cust4147","No"
"Cust4607","No"
"Cust2545","No"
"Cust2334","No"
"Cust3625","No"
"Cust1489","No"
"Cust5233","No"
"Cust2874","No"
"Cust3598","Yes"
"Cust2058","No"
"Cust3556","No"
"Cust6181","No"
"Cust5232","No"
"Cust3379","No"
"Cust5602","Yes"
"Cust5962","No"
"Cust2608","No"
"Cust5971","No"
"Cust5713","No"
"Cust6043","No"
"Cust4699","Yes"
"Cust3026","No"
"Cust2553","No"
"Cust3680","Yes"
"Cust1696","No"
"Cust4561","No"
"Cust5611","Yes"
"Cust3211","Yes"
"Cust4130","No"
"Cust1630","Yes"
"Cust6265","No"
"Cust2512","Yes"
"Cust3443","Yes"
"Cust6425","No"
"Cust2408","No"
"Cust2887","No"
"Cust2158","No"
"Cust1374","Yes"
"Cust3685","No"
"Cust4626","No"
"Cust1353","Yes"
"Cust3041","Yes"
"Cust3375","No"
"Cust2488","No"
"Cust5855","No"
"Cust2203","Yes"
"Cust6260","No"
"Cust5809","Yes"
"Cust1267","Yes"
"Cust4320","Yes"
"Cust6145","Yes"
"Cust4243","No"
"Cust3806","No"
"Cust3241","No"
"Cust2872","No"
"Cust5141","No"
"Cust5880","No"
"Cust5824","No"
"Cust5477","No"
"Cust3494","Yes"
"Cust2678","No"
"Cust4368","Yes"
"Cust4803","Yes"
"Cust2693","No"
"Cust1385","Yes"
"Cust6162","No"
"Cust4675","No"
"Cust1541","Yes"
"Cust2636","No"
"Cust3724","Yes"
"Cust3258","Yes"
"Cust1712","No"
"Cust5530","No"
"Cust5712","Yes"
"Cust2091","Yes"
